,0
103,0.2630931048057573
104,-0.0031688224075708017
105,0.38116478421837247
106,0.5513412928616244
107,-0.5264695255272183
108,0.05518549585251961
109,-0.20452961213186238
110,-0.680637078440598
111,-0.1471973624827738
112,-0.5805185586862438
113,-0.6437264169406125
114,-1.8187930885616164
115,-1.0765579589374257
116,-1.3992361845325805
117,-1.4590819873337348
118,-0.2565360134555662
119,-0.247531097384418
120,-0.7106782637661238
121,-0.0638761137115843
122,0.05596220685694849
123,-0.21862226579707086
124,-1.1198041218452535
125,0.21712424681002276
126,0.5528847118922207
127,-1.4644387396197824
128,0.06868403919982678
129,-0.43886956007272065
130,-0.4736950303727429
131,-0.03184498596488985
132,-1.036225480031656
133,0.09100081959877931
134,0.5722323634900744
135,-0.27887843301935644
136,-0.8453277094403373
137,-0.989486254459771
138,0.20700157798627947
139,-1.292054633820356
140,0.6799087201706842
141,-0.08469676267463369
142,-0.16846158269275707
143,-0.8718982474788057
144,-0.10014032589055133
145,9.740761808037107
146,-0.3692799815946747
147,0.11908859233953042
148,0.03472795972800627
149,-0.37126639725981775
150,-0.3039884191603376
151,-0.8775277350156452
152,-0.12915076296481748
153,-0.2075557202840365
154,0.20492747974127548
155,6.690962907009235
156,-0.48175239890595806
157,0.22185833156610082
158,0.29875095552837877
159,0.21307787569650918
160,-0.6052896060265589
161,-0.4535377638827076
162,-1.8101952627366769
163,-0.21562538709933388
164,-0.41382945344406236
165,1.4545343348635404
166,-0.3159579801357456
167,0.712873216267833
168,-0.62851551986932
169,0.077509482266952
170,-0.6232349848610172
171,-0.2366377462870016
172,-0.4982489570394287
173,-0.39437440411964353
174,-0.6385657069239979
175,0.3834629310050732
176,-0.33864136592788224
177,-0.21212989513407324
178,-0.049887791846036866
179,-0.5281168882245271
180,0.2471309137277719
181,-0.2533340207081442
182,-0.032002211536183434
183,-0.022589224831232487
184,-0.7348696795269509
185,-0.38598529094622674
186,-0.21611188689759106
187,-0.6858838421252635
188,-0.6489992513762847
189,-0.2619795844682061
190,-0.2751932299203198
191,0.4169186628942198
192,-0.04090485207346328
193,-0.5100029745311551
194,-1.878360983842316
195,-0.19743426663585975
196,0.31130809098433854
197,0.17067584341110098
198,-0.2363200338236156
199,-0.8780967061610998
200,-0.5861550938130485
201,0.2797655102099291
202,-0.2971366251499994
203,-0.41215357531603786
204,-0.12530507332905166
205,-0.5134663343890152
206,-0.3846403370061581
207,-0.22656519627570346
208,-0.41905228712691817
209,1.6597645484418146
210,0.003041483009998378
211,-0.12203143715735089
212,-0.21436763642959955
213,-1.1298564594502254
214,-0.6108252632158057
215,0.7233660809874995
216,0.038439227153317414
217,-0.9169066179199722
218,-0.6664476774629229
219,-0.1260947862937132
220,0.5429016441222551
221,0.2713921805934938
222,-0.597523074104109
223,-0.39697084284799244
224,-0.24667239083804912
225,0.07195743710280363
226,-1.803893163378544
227,-1.1165009136381054
228,-0.4998878301096528
229,0.8447255459185671
230,-0.9649596880284055
231,-0.9452418647419729
232,0.6640900981589142
233,0.29013332539984793
234,-0.05162750504419774
235,-0.4916400793917303
236,-0.11929918943120493
237,-0.30614707023093307
238,-0.28748240480033227
239,0.23971940056624685
240,-0.6709087642210034
241,-0.12212010910071719
242,0.3009579974476154
243,-0.036103088776779806
244,0.3050797112012217
245,0.6380401557065075
246,0.18675893322416742
247,-0.25228864184776373
248,-0.4686015396918702
249,0.5792433587813582
250,-1.3870860269018974
251,0.23576618968132007
252,-0.4216814325911298
253,0.23815894579356311
254,-0.9730874262495766
255,-0.250150302525775
256,-0.3725268346107113
257,0.12298574622361927
258,-0.3541642740442595
259,-1.9145963785789253
260,-1.362233962665731
261,0.4667831202688374
262,0.08265497831275406
263,-0.5390686276110791
264,0.21003130410694365
265,-0.33449904006148573
266,5.256010057143235
267,1.409732880980106
268,-0.8279768229062869
269,0.0921906403965472
270,1.077957925068779
271,-0.7403282010310026
272,-0.5100029745311551
273,-1.0582775121719175
274,0.14154708555859205
275,-1.7872844230367801
276,0.3707352273654548
277,0.45475529806303877
278,0.11122294256525106
279,-1.528172671265333
280,-0.7068519765670297
281,-0.26852856787930346
282,-0.10934229639631574
283,0.17850325785418886
284,-0.023783236604326494
285,0.042682350593938684
286,-1.7304527940802181
287,0.06195969915574415
288,5.147486451760979
289,-1.331524949762303
290,-0.17616520092277962
291,-0.3938828801329806
292,-0.26228619220218047
293,-0.29946309177798597
294,-0.17593427117215502
295,0.20138548509167986
296,1.1252110225073781
297,-0.5880622036943909
298,-0.7096790161706413
299,-0.874213277303486
300,0.5314897020160664
301,0.13845534281023886
302,4.682478700100971
303,-0.5082787536263935
304,0.220826000040942
305,-0.9443307062105253
306,-0.07412648699937785
307,0.1654004372431622
308,0.15175290596801128
309,-0.44089184200926596
310,-0.38534794618420426
311,-1.9612392024581589
312,0.3879391135566693
313,-0.763953696178828
314,0.06891250676881036
315,-0.6449111642929262
316,-0.08866959415535139
317,-0.5370780517825643
318,-0.7309534473515271
319,-0.7165576223058088
320,-1.0750590129342994
321,5.218114994624608
322,-0.08469676267463369
323,-0.6470833511317348
324,0.6425650915752741
325,0.054590145856580674
326,-1.2866833081996323
327,0.13845534281023886
328,4.806140991350237
329,-0.454740508886327
330,0.6896148672351302
331,-0.2075557202840365
332,0.014290751036231574
333,4.820225577721306
334,0.16952836874459876
335,-0.14229843858053193
336,-0.4183538960402487
337,-0.23774166891306853
338,-0.5909631476936844
339,-0.5537399014459305
340,0.6993808120604266
341,-1.494330144318978
342,0.3206702874251737
343,0.1113389629774646
344,-0.9155806869116276
345,-0.1387869456694024
346,5.447350445265883
347,0.2736221449457592
348,0.19557187889498476
349,-1.1689317122796963
350,-0.08698514891896642
351,5.3732725263804255
352,-0.39225128179756746
353,0.17515457221843225
354,-0.6632042015414804
355,-0.9795914525607838
356,0.9027641898876697
357,-0.13346642574961892
358,0.3917236675781525
359,0.06358256108195198
360,-0.6054197943417794
361,0.02474777744768853
362,-0.3391994123114739
363,-0.2999235684064158
364,0.17414607447668504
365,-0.7949913683969119
366,-0.7742623012824341
367,0.012151517862036106
368,-1.1757003064480884
369,-0.9313869771702364
370,-1.581504122393527
371,-0.15895175486891833
372,-2.2197325978227367
373,-0.7797359034368311
374,-0.5946113403230694
375,-0.35628582752713006
376,-0.1855879502612183
377,7.951063658373069
378,0.16361671723257865
379,-0.0006621957298858672
380,-2.18895010936393
381,-0.879461237639585
382,-1.2388941487761649
383,-0.14753411552706186
384,-0.4794570593310316
385,0.06119127091975989
386,-1.4024140988091112
387,-1.3332145615023918
388,-1.3235561468978732
389,1.0563299625922122
390,1.0526181802011076
391,-0.4482502356152936
392,13.789375178229445
393,0.166552170761387
394,-0.0018699096545804234
395,-1.199412080321003
396,0.12066004051063275
397,0.13972249771943807
398,-0.41215357531603786
399,0.43091941835389824
400,0.021991165836133832
401,-0.8078309960535979
402,-0.2803668867984261
403,-0.05912020788557217
404,0.3053295882561754
405,-0.1113066547186484
406,-0.522840862471705
407,-1.4929548453062347
408,-1.0936663658479595
409,-0.06775268711885538
410,-0.5604170220361225
411,-0.2063330116886187
412,0.6647383483427538
413,-1.2749613916469882
414,1.1145356396370332
415,1.5951045919065403
416,0.37489974605818277
417,4.492859465030977
418,-0.9313869771702364
419,-0.26342496454969544
420,-0.4569995972221626
421,0.11093075806414307
422,-0.5033251356731137
423,-0.027989267069487542
424,-1.161871798167201
425,0.7260073250603225
426,-0.5919070386357629
427,-0.32679484962816385
428,-0.680622001524764
429,-0.8729411508384852
430,0.7479470428896273
431,0.9621641314137452
432,0.14127164513944412
433,-0.17622511653944972
434,0.1291847710524366
435,-0.924080112992282
436,0.13915629720919373
437,0.4821439095300479
438,-1.3298891048562118
439,-0.3918046627069313
440,-0.5054323293660985
441,-0.3084286331789259
442,-0.2202345326700177
443,-0.4609364763798048
444,1.0943422121253075
445,5.719693939776396
446,-0.742947490911109
447,0.49280038080368427
448,-0.773427456271896
449,-0.5370780517825643
450,-0.30296366463998803
451,0.5261856282855284
452,-0.40110457929891785
453,0.03472795972800627
454,0.794287680671077
455,-1.057493684017329
456,-0.8760097946166053
457,0.6655215141409642
458,0.1815012819672864
459,0.21957804597634661
460,0.5314897020160664
461,-0.6509506179920281
462,1.2821838455477035
463,-0.929400024408177
464,-0.3860684015175871
465,-0.5267753384116374
466,-0.22623773788962173
467,0.06497074122784428
468,-0.4248289005618788
469,0.43326753857882183
470,0.2507382639995133
471,-0.12983585326593705
472,0.24909309675800279
473,-0.4880840295527162
474,-0.1195090538034004
475,-1.3873209293706277
476,-0.15893749148490582
477,-0.9855466599288647
478,-0.28004373719010184
479,-0.501241340402697
480,0.13845534281023886
481,-1.3663988233656583
482,1.021933645541471
483,-1.2357584872704213
484,0.0109474289870761
485,0.31036431980590123
486,0.7008425789900667
487,-0.16524254655144116
488,0.006458311587279925
489,-0.1905253728903475
490,-0.4780174145988722
491,-0.11702632121091158
492,-0.7522330754767907
493,0.0633506330313872
494,0.4128081878288293
495,0.9027641898876697
496,-0.5615980077784823
497,0.6685871908661344
498,0.20492747974127548
499,0.04446632688709824
500,-0.04173666156644544
501,0.038230867960752396
502,0.7935228134589312
503,0.38819129750218884
504,-0.4817339571545118
505,-1.411818349158129
506,-1.6326190773370486
507,-0.3949298838503193
508,-0.424168742964521
509,0.4297938271989326
510,0.3684722860368761
511,-0.18628258372740028
512,-0.622180508439673
513,-0.695891212357173
514,0.20492747974127548
515,-0.1387091189887616
516,-0.5690457681086489
517,0.9089850955453573
518,0.45388053509844695
519,-0.06087648483301647
520,0.6109419519731598
521,-0.23194786362356692
522,-0.5179220247812547
523,0.31962268344359906
524,0.22557758121011928
525,0.31962268344359906
526,-0.07715068411681615
527,-1.3064481117574929
528,-0.5261615676291336
529,-0.04525800798083323
530,0.7965257574931914
531,-0.6686518639070274
532,0.4929074667097981
533,-0.20134115251008736
534,-0.4648696053810115
535,-0.22832640902064957
536,-1.4335200498913905
537,-0.27834241684131944
538,1.0791756061865037
539,-1.894515731194127
540,1.578632000009736
541,-0.1722285378998938
542,-0.6301687612643714
543,-0.6376141315903167
544,-0.2562800564379198
545,0.08904977877176634
546,-0.226497925833632
547,-0.5359043334732339
548,-0.8008979528318301
549,0.19888764957487662
550,0.9239927927953585
551,0.7422167993704404
552,-0.1125347072946482
553,1.3869089655420688
554,-2.0675004572374656
555,0.004169676927583158
556,0.12337595527080794
557,-0.7797359034368311
558,-0.13018827223794813
559,-0.9313869771702364
560,-0.2075557202840365
561,-0.061960961144156806
562,-2.006064020802638
563,-0.5294112971121399
564,0.13845534281023886
565,0.06119127091975989
566,-0.6931144771596157
567,1.0885575321073926
568,-0.5616109609285802
569,-0.8709586233340945
570,0.25932163590605933
571,-0.44857048652217385
572,0.35288638100682573
573,0.91062834065516
574,0.04745388750249364
575,-0.3862825252818507
576,-0.08648985327462895
577,-0.547635733574892
578,-0.4140601880606197
579,-0.1283282825026137
580,-0.29914882674107124
581,-0.6054265155078257
582,-0.12914455691224586
583,0.6822919068683105
584,-1.0777622652046899
585,0.6321805417557677
586,0.41853669260356874
587,-0.07056047537943358
588,-1.0158709393017225
589,-1.25932901245263
590,0.30890264014318647
591,-0.04160282247179524
592,0.11553299256680805
593,-0.8309713855637046
594,0.7827571808112719
595,-1.7765515084339065
596,-0.08469676267463369
597,-0.3958239988299543
598,-0.4495933937859074
599,-0.37377986975727373
600,0.3428823214024616
601,-1.0089714905253435
602,-0.4254648722266637
603,-0.4248970762527741
604,0.8474896245066987
605,5.904194190416578
606,-0.26069350613084624
607,0.023460140759170526
608,-0.8387820324548623
609,-0.19560493646379987
610,-0.8202929407907692
611,-0.30409667743851065
612,-0.43338797970062154
613,-0.8479672042791153
614,-1.104785984513744
615,-0.20452961213186238
616,0.9126565924426906
617,-0.23578963195722993
618,4.552029454843327
619,-0.20753870230834015
620,0.20492747974127548
621,-0.06769202894887846
622,-0.8979659300608885
623,-0.41551910093674765
624,0.05418821992226314
625,-0.011114117465098241
626,0.20352680359744674
627,-0.640971512573232
628,-0.20663086939333786
629,0.06906774200715363
630,-0.29355226663911005
631,-0.21280677573300444
632,0.245763902860516
633,0.0027533979992608423
634,-0.3476765091370297
635,0.38819129750218884
636,0.1404728318726791
637,-0.28886751456801146
638,-1.2033883516662245
639,0.1815012819672864
640,0.5132667559952686
641,0.22952586937760897
642,-0.2620160172648189
643,-0.393152971750658
644,0.31216228638349386
645,-1.2052334141841377
646,-0.31230911133378597
647,-0.11702632121091158
648,-1.1828582462373547
649,0.8649370250583969
650,0.0014952224149383769
651,-0.1125347072946482
652,0.2302489584094513
653,0.0826965883894949
654,0.12119491434086282
655,-0.32841952039068956
656,-0.38544876672023914
657,-2.1456930873166074
658,0.02329504322688866
659,-0.0592306008632
660,1.055538907684801
661,-0.26722801832260396
662,1.133257156911189
663,0.36288931405809455
664,-0.8339042478126985
665,-0.9313869771702364
666,1.0120019951642567
667,-0.5502081088313543
668,-0.11702632121091158
669,-0.3106327540097667
670,0.29720452136494563
671,0.009523344917636813
672,0.004194592049989256
673,0.524272793427087
674,-0.6083140234947981
675,-0.4539887092308168
676,0.13386045328814106
677,0.2777676590916542
678,-0.12256705555738048
679,-0.7797359034368311
680,0.37141615879072837
681,-1.6973354157800131
682,0.9873708983768901
683,-1.2515576959031915
684,0.43967134715660594
685,-0.2008461392310323
686,-1.152936362764746
687,-0.38743485935565
688,0.07761321070036807
689,0.7637710167548674
690,-0.11871167289758727
691,-0.21985163110110206
692,-0.2979381048152202
693,-0.5082787536263935
694,-0.36374394032716867
695,-0.060975645157918534
696,-0.7644131733117999
697,-0.7404845601341215
698,0.4192736577018886
699,-0.6385657069239979
700,-0.6828725414089002
701,-0.10307944311809202
702,-0.2867486021484801
703,-1.167525336484154
704,-0.1481151536503923
705,0.13759119160603403
706,-0.24312388902301232
707,-0.3169211526364819
708,0.13845534281023886
709,0.20419180018371424
710,-0.547589584909418
711,-0.06507234705056752
712,0.2277505979923396
713,-0.6999793422613083
714,0.010510496192768917
715,0.4252658833067505
716,0.5997597584427128
717,-0.7007487037649237
718,-1.2486449307258807
719,-1.2529401706765888
720,0.27730264708240354
721,-0.06825998677655751
722,0.12184789939172035
723,0.13078718098659184
724,-0.7165576223058088
725,-0.6705764561406408
726,-0.2460056124782544
727,-0.7309832364578494
728,0.04307949871874512
729,0.0848876727086651
730,-0.3570853217534381
731,-0.26342496454969544
732,-2.8706522586805328
733,-0.42228206141207264
734,-0.33281483483375346
735,-0.3510885629979395
736,-0.19706239275656537
737,-0.7102919927621991
738,-0.2993274499044086
739,0.09143058983918055
740,0.9435426018725016
741,0.42253220342532755
742,-0.09523540452928181
743,-0.44857048652217385
744,0.2507382639995133
745,-1.4719948908697755
746,-1.0533326486067232
747,0.9591202602070086
748,-0.8735315406110721
749,-0.6607793090030285
750,0.7003929026834097
751,-0.5370780517825643
752,-0.8052990112894497
753,-0.8296085681514187
754,-0.20709497496839332
755,0.29877751410221914
756,-0.9479732486849145
757,0.24893258483159236
758,-0.8947523581365493
759,0.20138548509167986
760,-0.8691453651239098
761,-0.09900250248224406
762,-0.6459684726838983
763,0.13670098598338484
764,-0.5281168882245271
765,0.1871801173816093
766,-0.5175189630096503
767,-0.2769543817019337
768,-0.14260704698651297
769,-0.060975645157918534
770,0.6380401557065075
771,-0.46929571970755746
772,-1.9461137549161862
773,0.16529818810813462
774,-0.2909013486871063
775,-0.49677107485708283
776,11.869269044791267
777,-0.08927586931612791
778,-0.45474629906169195
779,4.965379390871717
780,-0.3114659412642631
781,-0.08469676267463369
782,-0.7268127691657932
783,-0.01729855170863368
784,-0.326796912899459
785,0.29720452136494563
786,-0.5470364974634055
787,-0.06821697304293402
788,-0.20975244972017945
789,0.8809312475173215
790,0.0921906403965472
791,0.002765243763945571
792,4.7825590965085345
793,-0.22766715947205587
794,-0.7333701872374017
795,-0.578236496277027
796,0.5594800893672893
797,0.31962268344359906
798,-0.6986597828048822
799,-0.3382705357126764
800,12.603854338988402
801,0.6461771650895092
802,0.8331888736351306
803,0.6131114986779305
804,-0.7247718191822822
805,0.19788628734470967
806,-0.4620262797775348
807,-0.3340529541923816
808,1.0406828191707844
809,0.9365602641710394
810,-0.5724607841054971
811,-0.19544598199429064
812,-0.5791975746800768
813,0.7028264232357297
814,1.2046933225887748
815,-0.0890076332041207
816,-1.3015858386154289
817,-0.047262676780716245
818,-0.5923238670505774
819,4.8890405175311145
820,0.5627023362383562
821,-0.05083902540457466
822,0.20492747974127548
823,-0.3542289005144298
824,0.11970680666342702
825,1.1929491354099537
826,-1.1661539750291676
827,0.03472795972800627
828,0.0884781508807078
829,0.08197632730660066
830,0.20138548509167986
831,-0.4880840295527162
832,-0.114100431410014
833,5.516591381739334
834,-0.39697084284799244
835,-0.4258238945718453
836,-1.4966070362335842
837,-0.2406389581448276
838,-0.4331522212671584
839,0.628758430217444
840,-1.1734344883432308
841,0.5417751434537051
842,-0.08874112751405916
843,0.7561509761849172
844,-1.6180340569684586
845,0.1815012819672864
846,0.37824838187100923
847,-0.08153669156861543
848,3.3240474742865915
849,-0.5380254532062083
850,0.8504758902285251
851,1.1191918299648622
852,-0.48337951761082776
853,-0.10283360696687896
854,0.13946357909629084
855,-0.022023165187935404
856,0.7608314827784707
857,0.033132881901396766
858,-0.25525802442854734
859,-1.1272914094817237
860,-0.5615980077784823
861,0.2612866698857925
862,-0.309332916387335
863,0.18760179094731014
864,0.01646011191702391
865,-0.07922535110278385
866,-0.020060591668451023
867,0.28392807289910854
868,5.3900158805696154
869,0.8470462596307974
870,0.5046212018966171
871,-1.1422262436745265
872,-0.1179614291448192
873,0.8728204491657078
874,0.13952474254253414
875,-0.1485673763644368
876,-0.460345064862306
877,0.18830889169790085
878,-0.2958348745358824
879,0.28686726599999685
880,0.06810553123248722
881,0.05308639908183694
882,-0.6257042243323337
883,4.639806599930439
884,-0.09213150844723554
885,0.21164022948237526
886,-0.12203143715735089
887,-0.2457838946900747
888,-0.18265688405266758
889,-0.7231635781817143
890,0.8334020870948206
891,0.05138445095846969
892,-0.45058248058493006
893,-0.2979381048152202
894,4.724328641263735
895,0.07841409861685283
896,0.7034237019067895
897,8.939439578138924
898,0.01532287102899271
899,-0.11702632121091158
900,-0.41215357531603786
901,-1.021410684642816
902,-0.08215634470311912
903,-0.3210313508583769
904,-0.8566059379251614
905,-0.6795450511525676
906,0.35752318327046195
907,-0.019842604726616506
908,-0.22177685224257182
909,0.6457893989415681
910,0.20548422230246224
911,0.08251054797257659
912,-0.2937886958261787
913,0.9855857639297798
914,0.13078718098659184
915,1.090836968416062
916,0.7588561793829233
917,1.0632079386189146
918,0.8203153949475572
919,0.3902676314259882
920,-0.5066310288605802
921,-0.5020928298131576
922,0.850548798615983
923,-1.1204104932573793
924,-0.6904275474096792
925,-0.40497785578412293
926,-0.029880887435640897
927,-0.48389029981922843
928,-1.1929950492891495
929,0.24824716010823666
930,-0.46942117038526376
931,0.779476071409744
932,-0.027989267069487542
933,-1.390713771856807
934,0.8815847362453271
935,-0.7956083319255473
936,-0.5109655676831026
937,1.1947994344968813
938,0.8662532982498483
939,-0.5383730500186605
940,0.8511388623199322
941,0.0972353368866321
942,0.5380714893542692
943,-0.18423572351035655
944,-0.20780912169669186
945,1.0008259198911995
946,-1.1662225694903243
947,0.29144602091821015
948,0.22946572650075475
949,-0.48751941310793173
950,0.18469118536772344
951,0.18705948660003982
952,-0.6812944181966587
953,0.21003130410694365
954,0.25765205709566014
955,-0.4300796954641253
956,-0.2535795011189555
957,-1.790910991220942
958,-0.11547059061778475
959,-0.16017545826569662
960,0.09244833471407382
961,-0.19492394218463346
962,0.18704313781078893
963,-0.8780967061610998
964,-0.5185936379387367
965,-0.2979381048152202
966,0.09004791857758454
967,-0.28276057804460897
968,0.35332975250993165
969,0.38819129750218884
970,-0.43343756878631856
971,-0.955412750794767
972,-0.012191866883929998
973,-0.26780857562662214
974,-0.12183663881855814
975,0.09661904831415666
976,-1.0076250662921817
977,0.6380401557065075
978,-0.3510521738060678
979,0.23496397435796634
980,-0.009117015657423
981,-1.362099374217048
982,0.06908337691248821
983,-0.40764328992161675
984,-0.060514737874066714
985,-0.05440281309022187
986,-0.12298249078529691
987,-0.021185927777660197
988,1.3113187736853766
989,-0.9763507398652126
990,0.18843719561840758
991,-1.176081127484139
992,0.1796102626795258
993,-0.8066214909288074
994,-0.2353530413495005
995,-0.41215357531603786
996,1.829879521826144
997,0.5650415819290071
998,-0.03449319380219479
999,-0.39018401121822993
1000,-0.25228864184776373
1001,0.07440008181781822
1002,0.10306376819332394
1003,-0.5205448663917498
1004,-0.41728717659862297
1005,5.648488859514955
1006,0.8003832244253485
1007,0.18023196172440467
1008,-0.03075659219689181
1009,-1.4531222432286088
1010,-0.9807104079637656
1011,0.37585951178056215
1012,-0.007497003820587305
1013,0.021572574420752003
1014,-0.5134840084721707
1015,-0.8664484235555721
1016,-0.5507492236769845
1017,-0.5128180873551043
1018,0.13078718098659184
1019,-1.2371867739219173
1020,0.0921906403965472
1021,-0.7974993839495634
1022,-0.8959555212012336
1023,0.4372390474883893
1024,0.1815012819672864
1025,-0.44857048652217385
1026,-1.0590852033823128
1027,0.36266577679596307
1028,-0.21035637743344945
1029,-0.42469804935637195
1030,0.10557375489048998
1031,0.38519013532547586
1032,0.38819129750218884
1033,-0.10253224949370024
1034,-0.34641550192670806
1035,-0.67148900217719
1036,0.08680701572564964
1037,-0.23024608488621168
1038,0.7283725667378377
1039,-0.4755246866652143
1040,0.014290751036231574
1041,-0.70633568507895
1042,-0.053131433098493636
1043,0.4643571807649074
1044,-0.014908542504724207
1045,-0.45112599486974136
1046,1.69057059186693
1047,-0.4780174145988722
1048,0.9016043568314253
1049,4.571146444175375
1050,0.4263177092985969
1051,-0.34400825803058155
1052,-0.6062621215072969
1053,-0.0017285543529857552
1054,-0.4590438066042007
1055,-0.34109336068857515
1056,-0.048088705094963685
1057,0.43158645664759326
1058,0.027591606522900766
1059,-0.26443224550441824
1060,0.3830070100450909
1061,0.1840323683966715
1062,0.6088791206810343
1063,-0.03210161534972855
1064,-0.19508084684499385
1065,1.0032325679812202
1066,-0.3846299650361407
1067,-0.5207555913757138
1068,-0.10319920928392189
1069,-0.14889072486452762
1070,0.11077824439188765
1071,-0.6349171276643193
1072,0.014290751036231574
1073,-1.3981426063623548
1074,0.2523032046981391
1075,-0.56579883173841
1076,0.7186688092381689
1077,-0.725914094586814
1078,-0.2057548639638195
1079,0.12298574622361927
1080,0.17558101689033914
1081,-0.16772040349972664
1082,-0.6444389676621056
1083,-0.5281168882245271
1084,-0.2390318853867562
1085,-0.19144465715526635
1086,0.22185833156610082
1087,0.6885969255086891
1088,0.058647175192243516
1089,-0.6141686159686947
1090,0.012709913527745222
1091,0.26681794722942065
1092,-0.23464471978827414
1093,0.5670402001634897
1094,-0.026399675601756312
1095,0.028365411615197855
1096,-0.5263952179928884
1097,-0.2538457114460268
1098,-0.2979381048152202
1099,0.14331612494298376
1100,-1.3351911350541106
1101,0.4361177460334537
1102,5.715789433257543
1103,0.3366275219249856
1104,-0.53635782168653
1105,1.236354840606637
1106,-0.2970068764264403
1107,0.887458476047718
1108,-0.9611042572067677
1109,0.9773282935035562
1110,0.49153048739949723
1111,-0.18083718926567346
1112,-0.09132851210832624
1113,-0.4021288242547007
1114,0.45472665935972995
1115,0.3448964212649661
1116,-0.8780967061610998
1117,-0.30409667743851065
1118,-0.36325454727332884
1119,-0.2075557202840365
1120,-0.16855467794982917
1121,-0.05707939305855397
1122,-0.2114600459152763
1123,0.5595914187328417
1124,0.47678147471659404
1125,-0.5954607153903974
1126,1.021933645541471
1127,-0.5615980077784823
1128,-0.5100029745311551
1129,-0.6968946106163824
1130,-0.9225476492268138
1131,-0.21949604460777825
1132,-0.060975645157918534
1133,0.13367430025406343
1134,-0.5370780517825643
1135,-1.170207532864543
1136,-1.4027820312679085
1137,-0.076188576477112
1138,-0.10678261698124633
1139,0.6380401557065075
1140,1.021933645541471
1141,-0.41441969666348405
1142,0.07660213299776361
1143,-0.35421061891570466
1144,-0.298643805870894
1145,0.7547846143262278
1146,-0.42419297172736126
1147,-0.31688849199477814
1148,0.3221927613329713
1149,-0.9755632233581165
1150,0.6505857294623082
1151,-1.134351966203165
1152,-0.4536141802463232
1153,1.118903415915769
1154,0.11946118738768224
1155,0.5606557112598786
1156,0.9866091385027109
1157,0.6420194493395058
1158,0.8411132251827115
1159,0.28756809212944506
1160,-0.8806372359820858
1161,0.38819129750218884
1162,-2.0071219475429243
1163,0.20138548509167986
1164,0.22185833156610082
1165,-0.7849073520509287
1166,-0.12911653985990915
1167,-1.8239229248887432
1168,-0.6919036399142859
1169,0.3446976428305975
1170,-0.3772708335108465
1171,0.16639496215489008
1172,-0.044926847781938783
1173,-0.4122936241805622
1174,-1.152157325513087
1175,0.9824149837198637
1176,1.69057059186693
1177,0.0030514869226412784
1178,-0.34660469170550867
1179,0.2736221449457592
1180,0.4652652433866739
1181,-1.1385195631729372
1182,-0.23786822430556587
1183,-0.7476566193194475
1184,-0.128099834109512
1185,0.07011912376514197
1186,0.21442464463514396
1187,-0.4841676476593305
1188,0.3808523822100805
1189,0.12298574622361927
1190,-0.048786751793364835
1191,-0.11335045893944654
1192,-0.4591345069509174
1193,-0.010321403308807754
1194,-0.006506523320400268
1195,-0.05751686533802167
1196,0.02951056794144789
1197,-0.7275584185094901
1198,-0.5139987776407039
